摄像头编号  摄像日期    摄像时间    笼号  变化点数    帧数  视频时间长度
ch04 20180130 144028 1-2 97366 33890 1412.083333
ch04 20180130 144028 2-1 104075 33890 1412.083333
ch04 20180130 144028 2-2 122889 33890 1412.083333
ch04 20180130 150359 1-1 82263 33890 1413.666667
ch04 20180130 150359 1-2 108279 33890 1413.666667
ch04 20180130 150359 2-1 131083 33890 1413.666667
ch04 20180130 150359 2-2 132760 33890 1413.666667
ch04 20180130 152732 1-1 84992 33890 1412.083333
ch04 20180130 152732 1-2 93595 33890 1412.083333
ch04 20180130 152732 2-1 135499 33890 1412.083333
ch04 20180130 152732 2-2 130160 33890 1412.083333
ch04 20180130 155104 1-1 87306 33890 1412.083333
ch04 20180130 155104 1-2 85713 33890 1412.083333
ch04 20180130 155104 2-1 112321 33890 1412.083333
ch04 20180130 155104 2-2 124016 33890 1412.083333
ch04 20180130 161436 1-1 84671 33890 1412.083333
ch04 20180130 161436 1-2 84485 33890 1412.083333
ch04 20180130 161436 2-1 114826 33890 1412.083333
ch04 20180130 161436 2-2 128143 33890 1412.083333
ch04 20180130 163807 1-1 162602 33890 1412.083333
ch04 20180130 163807 1-2 4901 33890 1412.083333
ch04 20180130 163807 2-1 149477 33890 1412.083333
ch04 20180130 163807 2-2 83004 33890 1412.083333
ch04 20180130 172509 1-1 148199 33842 1410.083333
ch04 20180130 172509 1-2 149357 33842 1410.083333
ch04 20180130 172509 2-1 166003 33842 1410.083333
ch04 20180130 172509 2-2 162568 33842 1410.083333
ch04 20180130 174840 1-1 112426 33890 1412.083333
ch04 20180130 174840 1-2 159065 33890 1412.083333
ch04 20180130 174840 2-1 140341 33890 1412.083333
ch04 20180130 174840 2-2 142294 33890 1412.083333
ch04 20180130 181211 1-1 114034 33890 1412.083333
ch04 20180130 181211 1-2 118659 33890 1412.083333
ch04 20180130 181211 2-2 149510 33890 1412.083333
ch04 20180130 183543 1-1 111550 33890 1412.083333
ch04 20180130 183543 1-2 121652 33890 1412.083333
ch04 20180130 183543 2-1 153039 33890 1412.083333
ch04 20180130 183543 2-2 133337 33890 1412.083333
ch04 20180130 185915 1-1 128107 33890 1412.083333
ch04 20180130 185915 1-2 119319 33890 1412.083333
ch04 20180130 185915 2-1 152323 33890 1412.083333
ch04 20180130 185915 2-2 139698 33890 1412.083333
ch04 20180130 192248 1-1 132029 33890 1412.083333
ch04 20180130 192248 1-2 131719 33890 1412.083333
ch04 20180130 192248 2-1 145724 33890 1412.083333
ch04 20180130 192248 2-2 142180 33890 1412.083333
ch04 20180130 194620 1-1 116793 33890 1412.083333
ch04 20180130 194620 1-2 115184 33890 1412.083333
ch04 20180130 194620 2-1 155714 33890 1412.083333
ch04 20180130 194620 2-2 156695 33890 1412.083333
ch04 20180130 200952 1-1 110442 33890 1412.083333
ch04 20180130 200952 1-2 116711 33890 1412.083333
ch04 20180130 200952 2-1 151683 33890 1412.083333
ch04 20180130 200952 2-2 150486 33890 1412.083333
ch04 20180130 203323 1-1 119903 33890 1412.083333
ch04 20180130 203323 1-2 122328 33890 1412.083333
ch04 20180130 203323 2-1 140327 33890 1412.083333
ch04 20180130 203323 2-2 150676 33890 1412.083333
ch04 20180130 205656 1-1 125488 33842 1410.083333
ch04 20180130 205656 1-2 113242 33842 1410.083333
ch04 20180130 205656 2-1 145444 33842 1410.083333
ch04 20180130 205656 2-2 159316 33842 1410.083333
ch04 20180130 212026 1-1 110199 33890 1412.083333
ch04 20180130 212026 1-2 118357 33890 1412.083333
ch04 20180130 212026 2-1 158330 33890 1412.083333
ch04 20180130 212026 2-2 159552 33890 1412.083333
ch04 20180130 214358 1-1 116347 33890 1412.083333
ch04 20180130 214358 1-2 134813 33890 1412.083333
ch04 20180130 214358 2-1 139577 33890 1412.083333
ch04 20180130 214358 2-2 167241 33890 1412.083333
ch04 20180130 220729 1-1 169053 33842 1410.083333
ch04 20180130 220729 1-2 125392 33842 1410.083333
ch04 20180130 220729 2-1 147492 33842 1410.083333
ch04 20180130 220729 2-2 159482 33842 1410.083333
ch04 20180130 223100 1-1 107622 33842 1411.666667
ch04 20180130 223100 1-2 94625 33842 1411.666667
ch04 20180130 223100 2-1 130098 33842 1411.666667
ch04 20180130 223100 2-2 146128 33842 1411.666667
ch04 20180130 225429 1-1 99871 33842 1411.666667
ch04 20180130 225429 1-2 88110 33842 1411.666667
ch04 20180130 225429 2-1 126544 33842 1411.666667
ch04 20180130 225429 2-2 130034 33842 1411.666667
ch04 20180130 231800 1-1 96235 33842 1411.666667
ch04 20180130 231800 1-2 109859 33842 1411.666667
ch04 20180130 231800 2-1 137030 33842 1411.666667
ch04 20180130 231800 2-2 145715 33842 1411.666667
ch04 20180130 234130 1-1 97363 26641 1111.666667
ch04 20180130 234130 1-2 104825 26641 1111.666667
ch04 20180130 234130 2-1 139395 26641 1111.666667
ch04 20180130 234130 2-2 139931 26641 1111.666667
ch04 20180131 000000 1-1 54692 7250 302.083333
ch04 20180131 000000 1-2 77698 7250 302.083333
ch04 20180131 000000 2-1 78129 7250 302.083333
ch04 20180131 000000 2-2 52225 33890 1412.083333
ch04 20180131 000502 1-1 114477 33842 1411.708333
ch04 20180131 000502 1-2 100931 33842 1411.708333
ch04 20180131 000502 2-1 143455 33842 1411.708333
ch04 20180131 000502 2-2 149305 33842 1410.083333
ch04 20180131 002832 1-1 113755 33890 1412.083333
ch04 20180131 002832 1-2 99069 33890 1412.083333
ch04 20180131 002832 2-1 137123 33890 1412.083333
ch04 20180131 002832 2-2 113135 33890 1412.083333
ch04 20180131 005204 1-1 103906 33842 1410.083333
ch04 20180131 005204 1-2 90265 33842 1410.083333
ch04 20180131 005204 2-1 134575 33842 1410.083333
ch04 20180131 005204 2-2 110333 33842 1410.083333
ch04 20180131 011534 1-1 112788 33890 1412.083333
ch04 20180131 011534 1-2 82377 33890 1412.083333
ch04 20180131 011534 2-1 126230 33890 1412.083333
ch04 20180131 011534 2-2 118652 33890 1412.083333
ch04 20180131 013906 1-1 92352 33890 1413.708333
ch04 20180131 013906 1-2 119864 33890 1413.708333
ch04 20180131 013906 2-1 102030 33890 1413.708333
ch04 20180131 013906 2-2 107722 33890 1413.708333
ch04 20180131 020239 1-1 116228 33890 1413.708333
ch04 20180131 020239 1-2 114679 33890 1413.708333
ch04 20180131 020239 2-1 83756 33890 1413.708333
ch04 20180131 020239 2-2 128571 33890 1413.708333
ch04 20180131 022610 1-1 102994 33890 1413.708333
ch04 20180131 022610 1-2 79884 33890 1413.708333
ch04 20180131 022610 2-1 130177 33890 1413.708333
ch04 20180131 022610 2-2 107126 33890 1413.708333
ch04 20180131 024942 1-1 98064 33890 1413.708333
ch04 20180131 024942 1-2 84766 33890 1413.708333
ch04 20180131 024942 2-1 147205 33890 1413.708333
ch04 20180131 024942 2-2 109229 33890 1413.708333
ch04 20180131 031314 1-1 93754 33842 1411.708333
ch04 20180131 031314 1-2 83009 33842 1411.708333
ch04 20180131 031314 2-1 156997 33842 1411.708333
ch04 20180131 031314 2-2 156801 33842 1411.708333
ch04 20180131 033644 1-1 106431 33890 1412.083333
ch04 20180131 033644 1-2 134909 33890 1412.083333
ch04 20180131 033644 2-1 100165 33890 1412.083333
ch04 20180131 033644 2-2 132753 33890 1412.083333
ch04 20180131 040016 1-1 100140 33890 1412.083333
ch04 20180131 040016 1-2 96923 33890 1412.083333
ch04 20180131 040016 2-1 138440 33890 1412.083333
ch04 20180131 040016 2-2 118232 33890 1412.083333
ch04 20180131 042349 1-1 103218 33890 1412.083333
ch04 20180131 042349 1-2 95788 33890 1412.083333
ch04 20180131 042349 2-1 115128 33890 1412.083333
ch04 20180131 042349 2-2 117348 33890 1412.083333
ch04 20180131 044720 1-1 99157 33890 1412.083333
ch04 20180131 044720 1-2 94271 33890 1412.083333
ch04 20180131 044720 2-1 133512 33890 1412.083333
ch04 20180131 044720 2-2 119602 33890 1412.083333
ch04 20180131 051052 1-1 88882 33890 1412.083333
ch04 20180131 051052 1-2 88542 33890 1412.083333
ch04 20180131 051052 2-1 128883 33890 1412.083333
ch04 20180131 051052 2-2 116683 33890 1412.083333
ch04 20180131 053424 1-1 90025 33890 1412.083333
ch04 20180131 053424 1-2 83200 33890 1412.083333
ch04 20180131 053424 2-1 136786 33890 1412.083333
ch04 20180131 053424 2-2 111811 33890 1412.083333
ch04 20180131 055756 1-1 95937 33890 1412.083333
ch04 20180131 055756 1-2 96580 33890 1412.083333
ch04 20180131 055756 2-1 149776 33890 1412.083333
ch04 20180131 055756 2-2 126892 33890 1412.083333
ch04 20180131 062128 1-1 125884 33890 1412.083333
ch04 20180131 062128 1-2 167933 33890 1412.083333
ch04 20180131 062128 2-1 225196 33890 1412.083333
ch04 20180131 062128 2-2 202689 33890 1412.083333
ch04 20180131 064500 1-1 145866 33890 1412.083333
ch04 20180131 064500 1-2 168903 33890 1412.083333
ch04 20180131 064500 2-1 199294 33890 1412.083333
ch04 20180131 064500 2-2 222236 33890 1412.083333
ch04 20180131 070833 1-1 155949 33890 1412.083333
ch04 20180131 070833 1-2 135362 33890 1412.083333
ch04 20180131 070833 2-1 193715 33890 1412.083333
ch04 20180131 070833 2-2 201469 33890 1412.083333
ch04 20180131 073204 1-1 151208 33890 1412.083333
ch04 20180131 073204 1-2 135758 33890 1412.083333
ch04 20180131 073204 2-1 211950 33890 1412.083333
ch04 20180131 073204 2-2 206391 33890 1412.083333
ch04 20180131 075537 1-1 131598 33890 1412.083333
ch04 20180131 075537 1-2 117385 33890 1412.083333
ch04 20180131 075537 2-1 146458 33890 1412.083333
ch04 20180131 075537 2-2 196378 33890 1412.083333
ch04 20180131 081909 1-1 129551 33890 1412.083333
ch04 20180131 081909 1-2 148954 33890 1412.083333
ch04 20180131 081909 2-1 199386 33890 1412.083333
ch04 20180131 081909 2-2 188017 33890 1412.083333
ch04 20180131 084241 1-1 101437 33890 1412.083333
ch04 20180131 084241 1-2 98901 33890 1412.083333
ch04 20180131 084241 2-1 172272 33890 1412.083333
ch04 20180131 084241 2-2 147015 33890 1412.083333
ch04 20180131 090612 1-1 128158 33890 1412.083333
ch04 20180131 090612 1-2 115736 33890 1412.083333
ch04 20180131 090612 2-1 167004 33890 1412.083333
ch04 20180131 090612 2-2 195709 33890 1412.083333
ch04 20180131 095316 1-1 109157 33890 1413.750000
ch04 20180131 095316 1-2 87050 33890 1413.750000
ch04 20180131 095316 2-1 104477 33890 1413.750000
ch04 20180131 095316 2-2 106778 33890 1413.750000
ch04 20180131 101649 1-1 110086 33890 1413.750000
ch04 20180131 101649 1-2 83608 33890 1413.750000
ch04 20180131 101649 2-1 94443 33890 1413.750000
ch04 20180131 101649 2-2 105430 33890 1413.750000
ch04 20180131 104021 1-1 121082 33891 1413.750000
ch04 20180131 104021 1-2 125835 33891 1413.750000
ch04 20180131 104021 2-1 114533 33890 1412.083333
ch04 20180131 104021 2-2 135515 33890 1412.083333
ch04 20180131 110352 1-1 83110 33890 1413.708333
ch04 20180131 110352 1-2 70511 33890 1413.708333
ch04 20180131 110352 2-1 96326 33890 1412.083333
ch04 20180131 110352 2-2 87449 33890 1412.083333
ch04 20180131 112724 1-1 102887 33890 1413.708333
ch04 20180131 112724 1-2 92691 33890 1413.708333
ch04 20180131 112724 2-1 116185 33890 1413.708333
ch04 20180131 112724 2-2 122204 33890 1413.708333
ch04 20180131 115057 1-1 104524 33890 1413.708333
ch04 20180131 115057 1-2 90053 33890 1413.708333
ch04 20180131 115057 2-1 102058 33890 1413.708333
ch04 20180131 115057 2-2 87636 33890 1413.708333
ch04 20180131 121428 1-1 95960 33890 1413.708333
ch04 20180131 121428 1-2 66172 33890 1413.708333
ch04 20180131 121428 2-1 104158 33890 1413.708333
ch04 20180131 121428 2-2 84734 33890 1413.708333
ch04 20180131 123801 1-1 82566 31681 1321.666667
ch04 20180131 123801 1-2 70978 31681 1321.666667
ch04 20180131 123801 2-1 96765 31681 1321.666667
ch04 20180131 123801 2-2 83151 31681 1321.666667
ch04 20180201 230849 1-1 134221 33842 1410.083333
ch04 20180201 230849 1-2 130983 33842 1410.083333
ch04 20180201 230849 2-1 151569 33842 1410.083333
ch04 20180201 230849 2-2 135280 33842 1410.083333
ch04 20180201 233220 1-1 132718 33842 1410.083333
ch04 20180201 233220 1-2 126871 33842 1410.083333
ch04 20180201 233220 2-1 160199 33842 1410.083333
ch04 20180201 233220 2-2 152774 33842 1410.083333
ch04 20180201 235549 1-1 69388 6049 252.041667
ch04 20180201 235549 1-2 54375 6049 252.041667
ch04 20180201 235549 2-1 63278 6049 252.041667
ch04 20180201 235549 2-2 69286 6049 252.041667
ch04 20180203 001441 1-1 89298 33890 1412.083333
ch04 20180203 001441 1-2 69124 33890 1412.083333
ch04 20180203 001441 2-1 136701 33890 1412.083333
ch04 20180203 001441 2-2 122311 33890 1412.083333
ch04 20180203 003814 1-1 71127 33890 1412.083333
ch04 20180203 003814 1-2 76070 33890 1412.083333
ch04 20180203 003814 2-1 129000 33890 1412.083333
ch04 20180203 003814 2-2 165918 33890 1412.083333
ch04 20180203 010145 1-1 100420 33890 1412.083333
ch04 20180203 010145 1-2 130287 33890 1412.083333
ch04 20180203 010145 2-1 133744 33890 1412.083333
ch04 20180203 010145 2-2 157634 33890 1412.083333
ch04 20180203 012517 1-1 111758 33890 1412.083333
ch04 20180203 012517 1-2 100593 33890 1412.083333
ch04 20180203 012517 2-1 136064 33890 1412.083333
ch04 20180203 012517 2-2 144547 33890 1412.083333
ch04 20180203 014850 1-1 99775 33890 1412.083333
ch04 20180203 014850 1-2 129328 33890 1412.083333
ch04 20180203 014850 2-1 131284 33890 1412.083333
ch04 20180203 014850 2-2 162025 33890 1412.083333
ch04 20180203 021221 1-1 99878 33842 1410.083333
ch04 20180203 021221 1-2 106643 33842 1411.916667
ch04 20180203 021221 2-1 126745 33842 1411.916667
ch04 20180203 021221 2-2 143582 33842 1411.916667
ch04 20180203 023552 1-1 103933 33890 1412.083333
ch04 20180203 023552 1-2 103933 33890 1412.083333
ch04 20180203 023552 2-1 103933 33890 1412.083333
ch04 20180203 023552 2-2 140870 33890 1412.083333
ch04 20180203 025924 1-1 94135 33890 1412.083333
ch04 20180203 025924 1-2 105242 33890 1412.083333
ch04 20180203 025924 2-1 134969 33890 1412.083333
ch04 20180203 025924 2-2 168476 33890 1412.083333
ch04 20180203 032255 1-1 96571 33890 1412.083333
ch04 20180203 032255 1-2 107994 33890 1412.083333
ch04 20180203 032255 2-1 137778 33890 1412.083333
ch04 20180203 032255 2-2 135671 33890 1412.083333
ch04 20180203 034628 1-1 119056 33890 1412.083333
ch04 20180203 034628 1-2 111823 33890 1412.083333
ch04 20180203 034628 2-1 138992 33890 1412.083333
ch04 20180203 034628 2-2 147961 33890 1412.083333
ch04 20180203 041000 1-1 119814 33890 1412.083333
ch04 20180203 041000 1-2 116809 33890 1412.083333
ch04 20180203 041000 2-1 146160 33890 1412.083333
ch04 20180203 041000 2-2 148205 33890 1412.083333
ch04 20180203 043332 1-1 117418 33890 1412.083333
ch04 20180203 043332 1-2 130954 33890 1412.083333
ch04 20180203 043332 2-1 125594 33890 1412.083333
ch04 20180203 043332 2-2 146795 33890 1412.083333
ch04 20180203 045704 1-1 125546 33890 1412.083333
ch04 20180203 045704 1-2 111067 33890 1412.083333
ch04 20180203 045704 2-1 141393 33890 1412.083333
ch04 20180203 045704 2-2 155274 33890 1412.083333
ch04 20180203 052036 1-1 127761 33890 1412.083333
ch04 20180203 052036 1-2 128369 33890 1412.083333
ch04 20180203 052036 2-1 154482 33890 1412.083333
ch04 20180203 052036 2-2 141436 33890 1412.083333
ch04 20180203 054408 1-1 113738 33890 1412.083333
ch04 20180203 054408 1-2 123544 33890 1412.083333
ch04 20180203 054408 2-1 161661 33890 1412.083333
ch04 20180203 054408 2-2 147625 33890 1412.083333
ch04 20180203 060740 1-1 96716 33890 1412.083333
ch04 20180203 060740 1-2 125841 33890 1412.083333
ch04 20180203 060740 2-1 137373 33890 1412.083333
ch04 20180203 060740 2-2 157787 33890 1412.083333
ch04 20180203 063111 1-1 113266 33890 1412.083333
ch04 20180203 063111 1-2 126258 33890 1412.083333
ch04 20180203 063111 2-1 137269 33890 1412.083333
ch04 20180203 063111 2-2 153592 33890 1412.083333
ch04 20180203 065444 1-1 112058 33890 1412.083333
ch04 20180203 065444 1-2 127163 33890 1412.083333
ch04 20180203 065444 2-1 138851 33890 1412.083333
ch04 20180203 065444 2-2 132808 33890 1412.083333
ch04 20180203 071816 1-1 109565 33890 1412.083333
ch04 20180203 071816 1-2 125123 33890 1412.083333
ch04 20180203 071816 2-1 153223 33890 1412.083333
ch04 20180203 071816 2-2 164302 33890 1412.083333
ch04 20180203 074148 1-1 80463 33890 1412.083333
ch04 20180203 074148 1-2 83468 33890 1412.083333
ch04 20180203 074148 2-1 95351 33890 1412.083333
ch04 20180203 074148 2-2 89392 33890 1412.083333
ch04 20180203 080520 1-1 132232 33890 1412.083333
ch04 20180203 080520 1-2 144175 33890 1412.083333
ch04 20180203 080520 2-1 186709 33890 1412.083333
ch04 20180203 080520 2-2 213006 33890 1412.083333
ch04 20180203 082852 1-1 126337 33890 1412.083333
ch04 20180203 082852 1-2 113576 33890 1412.083333
ch04 20180203 082852 2-1 191773 33890 1412.083333
ch04 20180203 082852 2-2 182714 33890 1412.083333
ch04 20180203 085224 1-1 114477 33890 1412.083333
ch04 20180203 085224 1-2 89966 33890 1412.083333
ch04 20180203 085224 2-1 150284 33890 1412.083333
ch04 20180203 085224 2-2 143869 33890 1412.083333
ch04 20180203 091556 1-1 82603 33890 1412.083333
ch04 20180203 091556 1-2 75482 33890 1412.083333
ch04 20180203 091556 2-1 118097 33890 1412.083333
ch04 20180203 091556 2-2 87855 33890 1412.083333
ch04 20180203 093928 1-1 114252 33890 1412.083333
ch04 20180203 093928 1-2 110890 33890 1412.083333
ch04 20180203 093928 2-1 127286 33890 1412.083333
ch04 20180203 093928 2-2 143668 33890 1412.083333
ch04 20180203 100300 1-1 144065 33890 1412.083333
ch04 20180203 100300 1-2 100493 33890 1412.083333
ch04 20180203 100300 2-1 174658 33890 1412.083333
ch04 20180203 100300 2-2 184681 33890 1412.083333
ch04 20180203 102632 1-1 124227 33890 1412.083333
ch04 20180203 102632 1-2 76480 33890 1412.083333
ch04 20180203 102632 2-1 167318 33890 1412.083333
ch04 20180203 102632 2-2 158277 33890 1412.083333
ch04 20180203 105004 1-1 110042 33890 1412.083333
ch04 20180203 105004 1-2 106052 33890 1412.083333
ch04 20180203 105004 2-1 121914 33890 1412.083333
ch04 20180203 105004 2-2 169500 33890 1412.083333
ch04 20180203 111336 1-1 116502 33890 1412.083333
ch04 20180203 111336 1-2 110100 33890 1412.083333
ch04 20180203 111336 2-1 174448 33890 1412.083333
ch04 20180203 111336 2-2 174790 33890 1412.083333
ch04 20180203 113708 1-1 134509 33890 1412.083333
ch04 20180203 113708 1-2 108316 33890 1412.083333
ch04 20180203 113708 2-1 182410 33890 1412.083333
ch04 20180203 113708 2-2 185907 33890 1412.083333
ch04 20180203 120040 1-1 125350 33890 1412.083333
ch04 20180203 120040 1-2 69029 33890 1412.083333
ch04 20180203 120040 2-1 109357 33890 1412.083333
ch04 20180203 120040 2-2 113987 33890 1412.083333
ch04 20180203 122412 1-1 97808 33890 1412.083333
ch04 20180203 122412 1-2 55958 33890 1412.083333
ch04 20180203 122412 2-1 105521 33890 1412.083333
ch04 20180203 122412 2-2 83057 33890 1412.083333
ch04 20180203 124744 1-1 132871 33890 1412.083333
ch04 20180203 124744 1-2 58475 33890 1412.083333
ch04 20180203 124744 2-1 131641 33890 1412.083333
ch04 20180203 124744 2-2 97997 33890 1412.083333
ch04 20180203 131116 1-1 112419 33890 1412.083333
ch04 20180203 131116 1-2 41815 33890 1412.083333
ch04 20180203 131116 2-1 87583 33890 1412.083333
ch04 20180203 131116 2-2 76997 33890 1412.083333
ch04 20180203 133448 1-1 105834 33890 1412.083333
ch04 20180203 133448 1-2 45264 33890 1412.083333
ch04 20180203 133448 2-1 94262 33890 1412.083333
ch04 20180203 133448 2-2 68407 33890 1412.083333
ch04 20180203 135820 1-1 133464 33890 1412.083333
ch04 20180203 135820 1-2 79451 33890 1412.083333
ch04 20180203 135820 2-1 129696 33890 1412.083333
ch04 20180203 135820 2-2 105122 33890 1412.083333
ch04 20180203 142152 1-1 115509 33890 1412.083333
ch04 20180203 142152 1-2 62394 33890 1412.083333
ch04 20180203 142152 2-1 108730 33890 1412.083333
ch04 20180203 142152 2-2 95503 33890 1412.083333
ch04 20180203 144525 1-1 159691 33890 1412.083333
ch04 20180203 144525 1-2 131989 33890 1412.083333
ch04 20180203 144525 2-1 127704 33890 1412.083333
ch04 20180203 144525 2-2 150753 33890 1412.083333
ch04 20180203 150857 1-1 197294 33890 1412.083333
ch04 20180203 150857 1-2 96464 33890 1412.083333
ch04 20180203 150857 2-1 233344 33890 1412.083333
ch04 20180203 150857 2-2 207670 33890 1412.083333
ch04 20180203 153229 1-1 122170 33890 1412.083333
ch04 20180203 153229 1-2 76353 33890 1412.083333
ch04 20180203 153229 2-1 153808 33890 1412.083333
ch04 20180203 153229 2-2 140584 33890 1412.083333
ch04 20180203 155601 1-1 123590 33890 1412.083333
ch04 20180203 155601 1-2 64889 33890 1412.083333
ch04 20180203 155601 2-1 130895 33890 1412.083333
ch04 20180203 155601 2-2 101212 33890 1412.083333
ch04 20180203 161932 1-1 128144 33890 1412.083333
ch04 20180203 161932 1-2 60177 33890 1412.083333
ch04 20180203 161932 2-1 132589 33890 1412.083333
ch04 20180203 161932 2-2 99382 33890 1412.083333
ch04 20180203 164305 1-1 111760 33890 1412.083333
ch04 20180203 164305 1-2 65585 33890 1412.083333
ch04 20180203 164305 2-1 131504 33890 1412.083333
ch04 20180203 164305 2-2 100513 33890 1412.083333
ch04 20180203 170636 1-1 118304 33890 1412.083333
ch04 20180203 170636 1-2 69027 33890 1412.083333
ch04 20180203 170636 2-1 127526 33890 1412.083333
ch04 20180203 170636 2-2 102713 33890 1412.083333
ch04 20180203 173008 1-1 133065 33890 1412.083333
ch04 20180203 173008 1-2 63665 33890 1412.083333
ch04 20180203 173008 2-1 153734 33890 1412.083333
ch04 20180203 173008 2-2 148938 33890 1412.083333
ch04 20180203 175340 1-1 132954 33890 1412.083333
ch04 20180203 175340 1-2 106654 33890 1412.083333
ch04 20180203 175340 2-1 157228 33890 1412.083333
ch04 20180203 175340 2-2 157473 33890 1412.083333
ch04 20180203 190416 1-1 110170 33842 1410.083333
ch04 20180203 190416 1-2 96220 33842 1410.083333
ch04 20180203 190416 2-1 160169 33842 1410.083333
ch04 20180203 190416 2-2 131257 33842 1410.083333
ch04 20180203 192747 1-1 98254 33890 1412.083333
ch04 20180203 192747 1-2 115754 33890 1412.083333
ch04 20180203 192747 2-1 148235 33890 1412.083333
ch04 20180203 192747 2-2 140021 33890 1412.083333
ch04 20180203 195118 1-1 116897 33890 1412.083333
ch04 20180203 195118 1-2 118603 33890 1412.083333
ch04 20180203 195118 2-1 152099 33890 1412.083333
ch04 20180203 195118 2-2 152296 33890 1412.083333
ch04 20180203 201451 1-1 107460 33890 1412.083333
ch04 20180203 201451 1-2 126908 33890 1412.083333
ch04 20180203 201451 2-1 153905 33890 1412.083333
ch04 20180203 201451 2-2 139174 33890 1412.083333
ch04 20180203 203822 1-1 110419 33890 1412.083333
ch04 20180203 203822 1-2 130425 33890 1412.083333
ch04 20180203 203822 2-1 160973 33890 1412.083333
ch04 20180203 203822 2-2 154540 33890 1412.083333
ch04 20180203 210155 1-1 105914 33890 1412.083333
ch04 20180203 210155 1-2 103764 33890 1412.083333
ch04 20180203 210155 2-1 154142 33890 1412.083333
ch04 20180203 210155 2-2 139189 33890 1412.083333
ch04 20180203 212527 1-1 131607 33890 1413.916667
ch04 20180203 212527 1-2 163032 33890 1413.916667
ch04 20180203 212527 2-1 153114 33890 1413.916667
ch04 20180203 212527 2-2 148750 33890 1413.916667
ch04 20180203 214859 1-1 147500 33890 1413.916667
ch04 20180203 214859 1-2 157081 33890 1413.916667
ch04 20180203 214859 2-1 153316 33890 1413.916667
ch04 20180203 214859 2-2 143977 33890 1413.916667
ch04 20180203 221231 1-1 113449 33890 1412.083333
ch04 20180203 221231 1-2 108492 33890 1412.083333
ch04 20180203 221231 2-1 160529 33890 1412.083333
ch04 20180203 221231 2-2 158031 33890 1412.083333
ch04 20180203 223602 1-1 105461 33890 1412.083333
ch04 20180203 223602 1-2 110104 33890 1412.083333
ch04 20180203 223602 2-1 140583 33890 1412.083333
ch04 20180203 223602 2-2 145104 33890 1412.083333
ch04 20180203 225935 1-1 85869 33890 1412.083333
ch04 20180203 225935 1-2 109922 33890 1412.083333
ch04 20180203 225935 2-1 158975 33890 1412.083333
ch04 20180203 225935 2-2 141725 33890 1412.083333
ch04 20180203 232306 1-1 116815 33842 1410.083333
ch04 20180203 232306 1-2 120976 33842 1410.083333
ch04 20180203 232306 2-1 154261 33842 1410.083333
ch04 20180203 232306 2-2 146824 33842 1410.083333
ch04 20180203 234637 1-1 100937 33890 1412.083333
ch04 20180203 234637 1-2 131048 33890 1412.083333
ch04 20180203 234637 2-1 145242 33890 1412.083333
ch04 20180203 234637 2-2 161352 33890 1412.083333
ch04 20180204 001009 1-1 76318 33890 1412.083333
ch04 20180204 001009 1-2 84744 33890 1412.083333
ch04 20180204 001009 2-1 124586 33890 1412.083333
ch04 20180204 001009 2-2 108387 33890 1412.083333
ch04 20180204 003341 1-1 88325 33890 1412.083333
ch04 20180204 003341 1-2 75046 33890 1412.083333
ch04 20180204 003341 2-1 123475 33890 1412.083333
ch04 20180204 003341 2-2 97719 33890 1412.083333
ch04 20180204 005712 1-1 84114 33890 1412.083333
ch04 20180204 005712 1-2 84631 33890 1412.083333
ch04 20180204 005712 2-1 107262 33890 1412.083333
ch04 20180204 005712 2-2 109166 33890 1412.083333
ch04 20180204 012045 1-1 94884 33890 1412.083333
ch04 20180204 012045 1-2 91640 33890 1412.083333
ch04 20180204 012045 2-1 114582 33890 1412.083333
ch04 20180204 012045 2-2 115086 33890 1412.083333
ch04 20180204 014417 1-1 79943 33890 1412.083333
ch04 20180204 014417 1-2 79401 33890 1412.083333
ch04 20180204 014417 2-1 109568 33890 1412.083333
ch04 20180204 014417 2-2 91861 33890 1412.083333
ch04 20180204 020749 1-1 85673 33890 1412.083333
ch04 20180204 020749 1-2 78292 33890 1412.083333
ch04 20180204 020749 2-1 106330 33890 1412.083333
ch04 20180204 020749 2-2 111216 33890 1412.083333
ch04 20180204 023121 1-1 81492 33890 1412.083333
ch04 20180204 023121 1-2 84352 33890 1412.083333
ch04 20180204 023121 2-1 118879 33890 1412.083333
ch04 20180204 023121 2-2 120641 33890 1412.083333
ch04 20180204 025453 1-1 99456 33890 1412.083333
ch04 20180204 025453 1-2 82374 33890 1412.083333
ch04 20180204 025453 2-1 119496 33890 1412.083333
ch04 20180204 025453 2-2 102390 33890 1412.083333
ch04 20180204 031825 1-1 91104 33890 1412.083333
ch04 20180204 031825 1-2 83632 33890 1412.083333
ch04 20180204 031825 2-1 103075 33890 1412.083333
ch04 20180204 031825 2-2 107885 33890 1412.083333
ch04 20180204 034157 1-1 88527 33890 1412.083333
ch04 20180204 034157 1-2 79166 33890 1412.083333
ch04 20180204 034157 2-1 109545 33890 1412.083333
ch04 20180204 034157 2-2 100539 33890 1412.083333
ch04 20180204 040529 1-1 84982 33890 1412.083333
ch04 20180204 040529 1-2 62685 33890 1412.083333
ch04 20180204 040529 2-1 121786 33890 1412.083333
ch04 20180204 040529 2-2 112960 33890 1412.083333
ch04 20180204 042901 1-1 88622 33890 1412.083333
ch04 20180204 042901 1-2 90214 33890 1412.083333
ch04 20180204 042901 2-1 118952 33890 1412.083333
